name;address;postal code;city;phone;lattitude;longitude;company;idpoi;dfselection;
ST MARTIN DES CHAMPS 50300;17 bd du Luxembourg;50300;ST MARTIN DES CHAMPS;02 33 79 08 79;48.677665;-1.354844;PROFIL+;35;0;
ST MEEN LE GRAND;Route de Plumaugat ZI de la Lande Fauvel;35290;ST MEEN LE GRAND;02 99 09 63 61;48.19993;-2.197872;PROFIL+;35;0;
PROFIL PLUS SAINT VINCENT DE TYROSSE;8 Rue de Casablanca ZI;40230;ST VINCENT DE TYROSSE;05 58 77 00 88;43.666424;-1.283906;PROFIL+;35;0;
ST YRIEIX PNEUS & CAOUTCHOUCS;7 Av. de Limoges;87500;ST YRIEIX LA PERCHE;05 55 08 14 98;45.519311;1.207056;PROFIL+;35;0;
PROFIL PLUS TARARE;50 Boulevard Voltaire;69170;TARARE;04 74 63 38 12;45.893714;4.436408;PROFIL+;35;0;
PROFIL PLUS TETEGHEM;20 rue du petit matelot ZAE du Chapeau Rouge;59229;TETEGHEM;03 28 26 00 74;51.0327912;2.4198988;PROFIL+;35;0;
PROFIL PLUS TONNERRE À proximité de Auxerre;Route de Paris;89700;TONNERRE;03 86 55 45 75;47.521059;3.581176;PROFIL+;35;0;
BEST OF PNEU TORIGNI S/VIRE;Route de St-Lô;50160;TORIGNI sur VIRE;02 33 77 84 76;49.0631971;-1.0122295;PROFIL+;35;0;
PROFIL PLUS TOURNUS;ZI Grande Condemine Près de la sortie autoroute A6;71700;TOURNUS;03 85 51 14 14;46.576003;4.902013;PROFIL+;35;0;
SIMON / PNEUS & CAOUTCHOUCS USSEL;21 Av. Gambetta;19200;USSEL;05 55 72 59 76;45.544082;2.308626;PROFIL+;35;0;
AURAY PNEUS;44 Av. Gontran Bienvenue ZI du Prat;56000;VANNES;02 97 47 42 57;47.654991;-2.708021;PROFIL+;35;0;
PROFIL PLUS VARENNES SOUS DUN;ZA du Pasquier;71800;VARENNES S/S DUN;03 85 28 11 46;46.289699;4.326149;PROFIL+;35;0;
Varetz;Route d'Objat;19240;VARETZ;05 55 84 22 59;45.191706;1.455424;PROFIL+;35;0;
PROFIL PLUS VENDOME;4 rue Albert Einstein;41100;VENDÔME;02 54 67 44 20;47.779993;1.07792;PROFIL+;35;0;
PROFIL PLUS VERNEUIL SUR AVRE;ZI du pont rouge;27130;VERNEUIL SUR AVRE;02 32 32 37 60;48.743095;0.92683;PROFIL+;35;0;
SIMON CAP VERN S/SEICHE;5 rue du champ martin ZI du bois de soeuvre;35770;VERN sur SEICHE;02 23 27 06 05;48.061922;-1.616021;PROFIL+;35;0;
PROFIL PLUS VIERZON;24 avenue de Lattre de Tassigny;18100;VIERZON;02 48 75 06 34;47.208723;2.065005;PROFIL+;35;0;
PROFIL PLUS VILLENEUVE DE RIVIERE;RD 817 Face au parc des expositions de St-Gaudens;31800;VILLENEUVE DE RIVIERE;05 61 95 58 58;43.11304133575683;0.6938155224761431;PROFIL+;35;0;
PROFIL PLUS VILLERS BOCAGE;ZI EST- COURS MARCHAND;14310;VILLERS BOCAGE;02 31 08 43 43;49.080395;-0.641305;PROFIL+;35;0;
PROFIL PLUS VIRE;ZA Les Neuvillières Rue de la Reine Mathilde;14500;VIRE;02 14 59 60 00;48.86432;-0.880197;PROFIL+;35;0;
